orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
3168,2024,8,9,09/08/2023,Brasil,Brasilia,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
3169,2024,8,18,18/08/2023,Bolivia,La Paz,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
3170,2024,8,16,16/08/2023,Panamá,Ciudad de Panamá,Tablets,iPad Air,649,0.33,2,1298,428.34
3171,2024,8,25,25/08/2023,Chile,Concepción,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
3172,2024,8,30,30/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3
3173,2024,8,26,26/08/2023,Perú,Arequipa,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
3174,2024,8,11,11/08/2023,México,Monterrey,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
3175,2024,8,5,05/08/2023,Panamá,David,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
3176,2024,8,22,22/08/2023,Brasil,São Paulo,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
3177,2024,8,13,13/08/2023,Panamá,Colón,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
3178,2024,8,15,15/08/2023,Perú,Arequipa,Smartphones,Google Pixel 6,749,0.28,1,749,209.72
3179,2024,8,13,13/08/2023,Venezuela,Caracas,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3180,2024,8,25,25/08/2023,Colombia,Medellín,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
3181,2024,8,28,28/08/2023,Venezuela,Maracaibo,Laptops,Razer Blade 15,2649,0.33,2,5298,1748.34
3182,2024,8,28,28/08/2023,Perú,Trujillo,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
3183,2024,8,12,12/08/2023,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.7
3184,2024,8,4,04/08/2023,Uruguay,Montevideo,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3185,2024,8,22,22/08/2023,Costa Rica,Limón,Tablets,iPad Air,649,0.33,5,3245,1070.85
3186,2024,8,18,18/08/2023,Bolivia,Cochabamba,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
3187,2024,8,19,19/08/2023,Colombia,Medellín,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
3188,2024,8,19,19/08/2023,Venezuela,Valencia,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6
3189,2024,8,8,08/08/2023,Panamá,Ciudad de Panamá,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
3190,2024,8,1,01/08/2023,Costa Rica,Heredia,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
3191,2024,8,29,29/08/2023,Uruguay,Ciudad de la Costa,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
3192,2024,8,29,29/08/2023,Argentina,Buenos Aires,Smartphones,LG Velvet,649,0.12,4,2596,311.52
3193,2024,8,22,22/08/2023,Paraguay,Ciudad del Este,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
3194,2024,8,16,16/08/2023,Perú,Arequipa,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
3195,2024,8,22,22/08/2023,México,Ciudad de México (CDMX),Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
3196,2024,8,11,11/08/2023,Uruguay,Ciudad de la Costa,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
3197,2024,8,8,08/08/2023,Uruguay,Ciudad de la Costa,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
3198,2024,8,12,12/08/2023,Uruguay,Montevideo,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
3199,2024,8,26,26/08/2023,Brasil,Río de Janeiro,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3200,2024,8,26,26/08/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
3201,2024,8,5,05/08/2023,Paraguay,Asunción,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
3202,2024,8,14,14/08/2023,Panamá,Colón,Tablets,iPad Air,649,0.33,5,3245,1070.85
3203,2024,8,17,17/08/2023,Brasil,São Paulo,Tablets,ASUS ZenPad 3S 10,399,0.2,4,1596,319.2
3204,2024,8,25,25/08/2023,Colombia,Medellín,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
3205,2024,8,15,15/08/2023,Panamá,Ciudad de Panamá,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
3206,2024,8,2,02/08/2023,Perú,Trujillo,Tablets,iPad Air,649,0.33,3,1947,642.51
3207,2024,8,27,27/08/2023,Costa Rica,Limón,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
3208,2024,8,24,24/08/2023,Panamá,David,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
3209,2024,8,16,16/08/2023,México,Monterrey,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
3210,2024,8,9,09/08/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
3211,2024,8,11,11/08/2023,Brasil,Brasilia,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3212,2024,8,6,06/08/2023,México,Ciudad de México (CDMX),Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
3213,2024,8,17,17/08/2023,Chile,Valparaíso,Laptops,Razer Blade 15,2649,0.33,1,2649,874.17
3214,2024,8,21,21/08/2023,Venezuela,Valencia,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
3215,2024,8,14,14/08/2023,México,Guadalajara,Smartphones,LG Velvet,649,0.12,2,1298,155.76
3216,2024,8,28,28/08/2023,Venezuela,Caracas,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3217,2024,8,18,18/08/2023,México,Guadalajara,Laptops,Acer Swift 5,899,0.32,3,2697,863.04
3218,2024,8,25,25/08/2023,Perú,Lima,Laptops,Razer Blade 15,2649,0.33,1,2649,874.17
3219,2024,8,30,30/08/2023,Brasil,São Paulo,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
3220,2024,8,12,12/08/2023,Ecuador,Quito,Laptops,Razer Blade 15,2649,0.33,3,7947,2622.51
3221,2024,8,29,29/08/2023,Ecuador,Cuenca,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
3222,2024,8,10,10/08/2023,Panamá,Colón,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
3223,2024,8,24,24/08/2023,Venezuela,Caracas,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
3224,2024,8,27,27/08/2023,Uruguay,Ciudad de la Costa,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
3225,2024,8,22,22/08/2023,Panamá,Ciudad de Panamá,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3226,2024,8,4,04/08/2023,México,Monterrey,Smartphones,Oppo Find X3 Pro,1049,0.23,5,5245,1206.35
3227,2024,8,23,23/08/2023,Uruguay,Montevideo,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
3228,2024,8,7,07/08/2023,Chile,Valparaíso,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3229,2024,8,20,20/08/2023,Bolivia,La Paz,Laptops,HP Spectre x360,1799,0.25,3,5397,1349.25
3230,2024,8,16,16/08/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
3231,2024,8,16,16/08/2023,Venezuela,Maracaibo,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
3232,2024,8,27,27/08/2023,Colombia,Medellín,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3233,2024,8,10,10/08/2023,Chile,Santiago,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
3234,2024,8,26,26/08/2023,Uruguay,Ciudad de la Costa,Tablets,Lenovo Tab P11 Pro,549,0.3,2,1098,329.4
3235,2024,8,5,05/08/2023,Colombia,Bogotá,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3236,2024,8,13,13/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
3237,2024,8,12,12/08/2023,Venezuela,Valencia,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
3238,2024,8,2,02/08/2023,Perú,Arequipa,Smartphones,Asus ROG Phone 5,1099,0.13,4,4396,571.48
3239,2024,8,12,12/08/2023,Colombia,Cali,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
3240,2024,8,12,12/08/2023,Panamá,David,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
3241,2024,8,5,05/08/2023,Perú,Trujillo,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44
3242,2024,8,20,20/08/2023,Chile,Valparaíso,Smartphones,Google Pixel 6,749,0.28,3,2247,629.16
3243,2024,8,19,19/08/2023,Perú,Trujillo,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3244,2024,8,20,20/08/2023,Venezuela,Valencia,Smartphones,LG Velvet,649,0.12,1,649,77.88
3245,2024,8,21,21/08/2023,Paraguay,Encarnación,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
3246,2024,8,18,18/08/2023,Chile,Concepción,Auriculares,Razer Opus,224,0.11,4,896,98.56
3247,2024,8,2,02/08/2023,Paraguay,Encarnación,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
3248,2024,8,6,06/08/2023,México,Monterrey,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
3249,2024,8,15,15/08/2023,Costa Rica,San José,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
3250,2024,8,3,03/08/2023,Ecuador,Guayaquil,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
3251,2024,8,18,18/08/2023,Perú,Trujillo,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
3252,2024,8,27,27/08/2023,Venezuela,Valencia,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
3253,2024,8,29,29/08/2023,México,Guadalajara,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
3254,2024,8,15,15/08/2023,Costa Rica,Heredia,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
3255,2024,8,26,26/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
3256,2024,8,27,27/08/2023,Chile,Concepción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,4,696,76.56
3257,2024,8,28,28/08/2023,Chile,Concepción,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
3258,2024,8,25,25/08/2023,Venezuela,Caracas,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
3259,2024,8,20,20/08/2023,Panamá,David,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
3260,2024,8,16,16/08/2023,México,Guadalajara,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
3261,2024,8,10,10/08/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,3,3297,626.43
3262,2024,8,2,02/08/2023,Brasil,Brasilia,Tablets,iPad Air,649,0.33,5,3245,1070.85
3263,2024,8,29,29/08/2023,Colombia,Cali,Auriculares,Samsung Galaxy Buds Pro,174,0.11,5,870,95.7
3264,2024,8,3,03/08/2023,Paraguay,Encarnación,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
3265,2024,8,31,31/08/2023,Colombia,Cali,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3266,2024,8,2,02/08/2023,México,Ciudad de México (CDMX),Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
3267,2024,8,27,27/08/2023,Uruguay,Montevideo,Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
3268,2024,8,24,24/08/2023,Paraguay,Encarnación,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
3269,2024,8,5,05/08/2023,Ecuador,Quito,Auriculares,Razer Opus,224,0.11,1,224,24.64
3270,2024,8,19,19/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
3271,2024,8,27,27/08/2023,Chile,Concepción,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
3272,2024,8,8,08/08/2023,Venezuela,Maracaibo,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
3273,2024,8,12,12/08/2023,Venezuela,Valencia,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
3274,2024,8,10,10/08/2023,Costa Rica,Limón,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
3275,2024,8,11,11/08/2023,Uruguay,Salto,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
3276,2024,8,6,06/08/2023,Costa Rica,Heredia,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
3277,2024,8,19,19/08/2023,Panamá,David,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
3278,2024,8,20,20/08/2023,Costa Rica,Limón,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3279,2024,8,9,09/08/2023,Chile,Concepción,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3
3280,2024,8,21,21/08/2023,Panamá,David,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
3281,2024,8,1,01/08/2023,Uruguay,Montevideo,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
3282,2024,8,19,19/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.7
3283,2024,8,29,29/08/2023,Ecuador,Quito,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3284,2024,8,16,16/08/2023,Ecuador,Guayaquil,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
3285,2024,8,31,31/08/2023,Uruguay,Montevideo,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
3286,2024,8,4,04/08/2023,Uruguay,Salto,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
3287,2024,8,15,15/08/2023,Uruguay,Salto,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
3288,2024,8,15,15/08/2023,Ecuador,Quito,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.63
3289,2024,8,13,13/08/2023,Venezuela,Maracaibo,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
3290,2024,8,26,26/08/2023,Colombia,Medellín,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
3291,2024,8,9,09/08/2023,Costa Rica,San José,Smartphones,LG Velvet,649,0.12,5,3245,389.4
3292,2024,8,18,18/08/2023,Venezuela,Caracas,Laptops,Dell XPS 13,1399,0.35,5,6995,2448.25
3293,2024,8,2,02/08/2023,Costa Rica,Heredia,Laptops,Microsoft Surface Laptop 4,1649,0.27,1,1649,445.23
3294,2024,8,17,17/08/2023,Argentina,Buenos Aires,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
3295,2024,8,13,13/08/2023,Perú,Trujillo,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
3296,2024,8,26,26/08/2023,Ecuador,Quito,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
3297,2024,8,23,23/08/2023,Venezuela,Valencia,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
3298,2024,8,4,04/08/2023,Perú,Lima,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
3299,2024,8,20,20/08/2023,Costa Rica,Limón,Smartphones,Google Pixel 6,749,0.28,1,749,209.72
3300,2024,8,17,17/08/2023,Ecuador,Cuenca,Tablets,Samsung Galaxy Tab S7,699,0.15,2,1398,209.7
3301,2024,8,5,05/08/2023,Perú,Arequipa,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
3302,2024,8,29,29/08/2023,Bolivia,La Paz,Tablets,Huawei MatePad Pro,649,0.14,2,1298,181.72
3303,2024,8,19,19/08/2023,Colombia,Medellín,Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
3304,2024,8,13,13/08/2023,México,Guadalajara,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
3305,2024,8,2,02/08/2023,Costa Rica,San José,Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44
3306,2024,8,8,08/08/2023,Perú,Trujillo,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
3307,2024,8,5,05/08/2023,Uruguay,Montevideo,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
3308,2024,8,21,21/08/2023,Costa Rica,San José,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3309,2024,8,21,21/08/2023,Perú,Lima,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
3310,2024,8,16,16/08/2023,Uruguay,Montevideo,Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
3311,2024,8,12,12/08/2023,México,Ciudad de México (CDMX),Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
3312,2024,8,14,14/08/2023,Panamá,David,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
3313,2024,8,1,01/08/2023,Chile,Concepción,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
3314,2024,8,26,26/08/2023,Brasil,São Paulo,Auriculares,Samsung Galaxy Buds Pro,174,0.11,1,174,19.14
3315,2024,8,17,17/08/2023,Bolivia,Cochabamba,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
3316,2024,8,26,26/08/2023,Perú,Trujillo,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
3317,2024,8,16,16/08/2023,Bolivia,Cochabamba,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
3318,2024,8,31,31/08/2023,Paraguay,Asunción,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
3319,2024,8,5,05/08/2023,Ecuador,Guayaquil,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
3320,2024,8,4,04/08/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
3321,2024,8,16,16/08/2023,México,Monterrey,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
3322,2024,8,18,18/08/2023,Costa Rica,Heredia,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
3323,2024,8,19,19/08/2023,México,Monterrey,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
3324,2024,8,1,01/08/2023,Ecuador,Quito,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3325,2024,8,2,02/08/2023,México,Guadalajara,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
3326,2024,8,15,15/08/2023,Panamá,Ciudad de Panamá,Tablets,iPad Air,649,0.33,2,1298,428.34
3327,2024,8,3,03/08/2023,Costa Rica,San José,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
3328,2024,8,8,08/08/2023,Venezuela,Caracas,Tablets,iPad Air,649,0.33,2,1298,428.34
3329,2024,8,22,22/08/2023,Uruguay,Ciudad de la Costa,Laptops,HP Spectre x360,1799,0.25,5,8995,2248.75
3330,2024,8,12,12/08/2023,Venezuela,Valencia,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
3331,2024,8,8,08/08/2023,Brasil,São Paulo,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
3332,2024,8,16,16/08/2023,Venezuela,Valencia,Tablets,iPad Air,649,0.33,3,1947,642.51
3333,2024,8,19,19/08/2023,Panamá,Colón,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
3334,2024,8,22,22/08/2023,Colombia,Bogotá,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
3335,2024,8,11,11/08/2023,Panamá,Colón,Auriculares,Razer Opus,224,0.11,3,672,73.92
3336,2024,8,10,10/08/2023,Bolivia,Cochabamba,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
3337,2024,8,24,24/08/2023,Chile,Santiago,Smartphones,LG Velvet,649,0.12,2,1298,155.76
3338,2024,8,10,10/08/2023,Ecuador,Cuenca,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
3339,2024,8,30,30/08/2023,México,Monterrey,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
3340,2024,8,29,29/08/2023,Costa Rica,San José,Laptops,Razer Blade 15,2649,0.33,4,10596,3496.68
3341,2024,8,2,02/08/2023,México,Monterrey,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
3342,2024,8,18,18/08/2023,Venezuela,Maracaibo,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
3343,2024,8,14,14/08/2023,Brasil,São Paulo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,3,7797,857.67
3344,2024,8,1,01/08/2023,Colombia,Medellín,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
3345,2024,8,16,16/08/2023,Chile,Concepción,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
3346,2024,8,21,21/08/2023,México,Ciudad de México (CDMX),Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
3347,2024,8,22,22/08/2023,Brasil,São Paulo,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
3348,2024,8,17,17/08/2023,Chile,Concepción,Laptops,MacBook Pro 14,2999,0.19,4,11996,2279.24
3349,2024,8,14,14/08/2023,Ecuador,Guayaquil,Tablets,iPad Air,649,0.33,4,2596,856.68
3350,2024,8,25,25/08/2023,Costa Rica,San José,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96
3351,2024,8,21,21/08/2023,Ecuador,Guayaquil,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3352,2024,8,8,08/08/2023,Paraguay,Ciudad del Este,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
3353,2024,8,21,21/08/2023,Venezuela,Maracaibo,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
3354,2024,8,24,24/08/2023,Brasil,São Paulo,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
3355,2024,8,4,04/08/2023,Perú,Arequipa,Tablets,ASUS ZenPad 3S 10,399,0.2,3,1197,239.4
3356,2024,8,2,02/08/2023,México,Monterrey,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
3357,2024,8,27,27/08/2023,Uruguay,Montevideo,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
3358,2024,8,30,30/08/2023,Bolivia,Santa Cruz de la Sierra,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
3359,2024,8,11,11/08/2023,Venezuela,Valencia,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
3360,2024,8,23,23/08/2023,México,Guadalajara,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
3361,2024,8,10,10/08/2023,Panamá,Ciudad de Panamá,Laptops,Acer Swift 5,899,0.32,2,1798,575.36
3362,2024,8,6,06/08/2023,Uruguay,Montevideo,Tablets,iPad Air,649,0.33,5,3245,1070.85
3363,2024,8,6,06/08/2023,Venezuela,Valencia,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
3364,2024,8,21,21/08/2023,Uruguay,Ciudad de la Costa,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3365,2024,8,11,11/08/2023,Bolivia,La Paz,Auriculares,Beats Studio3,274,0.13,1,274,35.62
3366,2024,8,12,12/08/2023,México,Ciudad de México (CDMX),Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
3367,2024,8,20,20/08/2023,Venezuela,Maracaibo,Auriculares,Jabra Elite 85t,224,0.21,4,896,188.16
3368,2024,8,27,27/08/2023,Panamá,David,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
3369,2024,8,18,18/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
3370,2024,8,15,15/08/2023,Venezuela,Maracaibo,Tablets,Lenovo Tab P11 Pro,549,0.3,4,2196,658.8
3371,2024,8,19,19/08/2023,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
3372,2024,8,11,11/08/2023,Bolivia,La Paz,Smartphones,Oppo Find X3 Pro,1049,0.23,4,4196,965.08
3373,2024,8,23,23/08/2023,Venezuela,Valencia,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849
3374,2024,8,22,22/08/2023,Chile,Concepción,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
3375,2024,8,6,06/08/2023,Colombia,Cali,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.56
3376,2024,8,31,31/08/2023,Chile,Valparaíso,Laptops,Microsoft Surface Laptop 4,1649,0.27,4,6596,1780.92
3377,2024,8,21,21/08/2023,México,Ciudad de México (CDMX),Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
3378,2024,8,12,12/08/2023,Ecuador,Quito,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44
3379,2024,8,4,04/08/2023,Brasil,Brasilia,Tablets,Samsung Galaxy Tab S7,699,0.15,1,699,104.85
3380,2024,8,16,16/08/2023,Brasil,Brasilia,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
3381,2024,8,19,19/08/2023,Paraguay,Encarnación,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
3382,2024,8,29,29/08/2023,Bolivia,Cochabamba,Smartphones,Samsung Galaxy S21,899,0.28,2,1798,503.44
3383,2024,8,26,26/08/2023,Paraguay,Asunción,Laptops,ASUS ZenBook 14,1149,0.29,5,5745,1666.05
3384,2024,8,24,24/08/2023,México,Guadalajara,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
3385,2024,8,22,22/08/2023,Uruguay,Montevideo,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
3386,2024,8,3,03/08/2023,Ecuador,Cuenca,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72
3387,2024,8,31,31/08/2023,Brasil,Brasilia,Tablets,iPad Air,649,0.33,2,1298,428.34
3388,2024,8,27,27/08/2023,Colombia,Medellín,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
3389,2024,8,17,17/08/2023,Colombia,Bogotá,Auriculares,Jabra Elite 85t,224,0.21,1,224,47.04
3390,2024,8,2,02/08/2023,Paraguay,Asunción,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
3391,2024,8,10,10/08/2023,Chile,Concepción,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
3392,2024,8,13,13/08/2023,Bolivia,Cochabamba,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
3393,2024,8,2,02/08/2023,México,Monterrey,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
3394,2024,8,30,30/08/2023,Perú,Lima,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
3395,2024,8,27,27/08/2023,Paraguay,Asunción,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
3396,2024,8,15,15/08/2023,México,Guadalajara,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
3397,2024,8,15,15/08/2023,Chile,Santiago,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
